-1.629712399603113937e+01,-1.823042155375109630e+01,8.922216964645354409e+00,-8.498760406403855328e+00,-1.504557990407240364e+00,7.989434401580255418e+00
-1.388097903189146010e+01,-1.722663088424918598e+01,8.352063583866399910e+00,2.208482508306815362e+00,-1.094979056724752731e+01,5.438210527978947439e+00
-1.529453012876859574e+01,-1.830300856562298861e+01,8.634336506763668595e+00,-7.955107369655882721e-01,-8.963040564154015399e+00,6.207116999320803075e+00
-1.815551532848603600e+01,-2.215736584765316053e+01,1.056889377077237668e+01,1.190578562083573821e+00,-1.272720854488047593e+01,7.180372115684176215e+00
-1.855005434420381150e+01,-2.219153211532178105e+01,1.070139218218943888e+01,-1.474676333150974905e+00,-1.017332551328338042e+01,7.820714490538775543e+00
-1.668739951052745241e+01,-1.905880869584458281e+01,9.448113687966479546e+00,-6.803259398795073132e+00,-3.379188135779355839e+00,8.036439443478778699e+00
-1.496769485661859456e+01,-1.764300569674801977e+01,7.740273712263920913e+00,-1.082740606653798343e+00,-8.906647842791368674e+00,5.563186394881507901e+00
-1.521089244113574601e+01,-1.871283264798934098e+01,8.821791991010531575e+00,2.026513709482124614e+00,-1.179098057097769470e+01,5.773803849331984317e+00
-1.502185884121952597e+01,-1.970186783356067295e+01,1.081302863505602474e+01,5.648185867214406741e+00,-1.419717568759226012e+01,6.641349360454190887e+00
-1.565265468505864810e+01,-1.814082058847287016e+01,8.010138627747291906e+00,-2.960158052544150653e+00,-7.403686264286801766e+00,6.131856010105097177e+00
-1.628639289913217070e+01,-1.968618741913151027e+01,9.990507219149625584e+00,-1.186664760086023840e+00,-8.660417478677702618e+00,7.325869404174777166e+00
-1.887258198459733194e+01,-2.199951183517180553e+01,1.023941819830784361e+01,-3.922801641619789947e+00,-8.167512449254694218e+00,7.938435283812233401e+00
-1.607354767279679564e+01,-1.955828659112672341e+01,1.017452042868854356e+01,-9.706428239848500228e-01,-8.557896761147063103e+00,7.443074532062577298e+00
-1.730326304492938760e+01,-1.971279747809520089e+01,8.777783299815558493e+00,-5.317835702783497709e+00,-6.035065942139547168e+00,7.144017082585213174e+00
-1.180913220614687553e+01,-1.566201308740381748e+01,7.777073110044084636e+00,7.020813503375447517e+00,-1.440703381724674870e+01,4.094904343939083979e+00
-1.515796749250812958e+01,-1.814726627205472553e+01,8.057286182869566105e+00,2.695499485898542602e-01,-1.034635896479420580e+01,5.525239073929791189e+00
-1.706777567298447806e+01,-1.974485418316779928e+01,9.126156527455764333e+00,-4.250673124469010133e+00,-6.717831495839013733e+00,7.217737584521971783e+00
-1.405764099218676222e+01,-1.726749705122434619e+01,8.360182398891353728e+00,1.283366624982774873e+00,-1.012811012424550050e+01,5.627306422862017321e+00
-1.473890172867207227e+01,-1.823451858236875012e+01,1.048365766201618499e+01,-1.279829571579248926e+00,-6.676349639966275618e+00,7.841641360382276993e+00
-1.596244694302919420e+01,-1.992166620087448692e+01,9.854506180908229496e+00,2.757427762370761926e+00,-1.266299880370301345e+01,6.410716516468758286e+00
-1.270658468208095115e+01,-1.640088401710357857e+01,8.174238843782607233e+00,5.032122109176775382e+00,-1.291604824260047124e+01,4.776728489825250001e+00
-1.654561466804446823e+01,-2.012748114705489755e+01,9.463404765620984094e+00,1.004144920574937316e+00,-1.162135974679836714e+01,6.424202820009007553e+00
-1.467167196816781072e+01,-1.721478575035324710e+01,8.522436956447650758e+00,-3.459364724416596815e+00,-5.542564314768055667e+00,6.712700976881066595e+00
-1.460043054648506988e+01,-1.789112404221018693e+01,9.144655248100457712e+00,1.235890249949520292e-01,-8.917996597925158753e+00,6.471691744965756499e+00
